males females males females 205920
seven chapter eight chapter 153896
motor carrier board members 109198
state college state college 98660
loans student loans student 74354
chief justice shall preside 70289
santa barbara santa barbara 65507
eight thousand eight hundred 56514
index percent index percent 48885
state supreme court justice 47650
seven hundred fifty dollars 44591
seven thousand eight hundred 42113
seven thousand seven hundred 40510
sites remedial action program 39431
amend chapter seven hundred 38515
eight thousand seven hundred 38089
black throated green warbler 28819
amend chapter eight hundred 26796
water bottled water bottled 26452
court ordered child support 24538
first national plaza chicago 24370
state supreme court decision 24134
elgin national watch company 24037
seven hundred fifty thousand 22204
about fifteen miles distant 22182
named general sales manager 22145
shall forfeit fifty dollars 20917
daily vacation bible schools 19643
chief foreign trade division 18387
water quality water quality 17969
housing finance board federal 17481
bound steamers motor vessels 17211
grand junction canal company 16697
lower urinary tract function 16203
first brigade first division 16071
total average total average 16015
total steamers motor vessels 15160
first canadian place toronto 15107
motor vehicle sales finance 14927
inter society color council 14868
total request total request 14765
santa barbara state college 14547
irish national theatre society 13873
civil service civil service 13305
which contain large amounts 13178
child custody child support 13033
total neutron cross sections 12825
bills payable first national 12733
latin america latin america 11896
asked question after question 11737
prays together stays together 11715
change percent change percent 11343
units persons units persons 11095
first chicago trust company 10907
rules adopted under division 10789
eight hundred fifty dollars 10759
bureau journal please specify 10640
found claimed found claimed 10566
joint federal state program 10263
working capital working capital 10062
earnings workers earnings workers 9913
total percent total percent 9694
first quarter total payroll 9607
nursing service under general 9469
named national sales manager 9089
total imports total exports 9081
flood control water quality 9044
power systems water reactors 9044
taxes imposed under chapter 8911
irish potatoes sweet potatoes 8843
fixed charges below include 8553
state formula grant program 8300
board national weather service 8163
plane geometry solid geometry 8143
under uniform child custody 8089
forms workers forms workers 8077
large caliber weapon systems 8009
which require large amounts 7790
found himself looking forward 7786
white gaussian noise channel 7774
found herself looking forward 7729
white colored white colored 7558
which remains after deducting 7554
growth hormone growth hormone 7486
naval medical field research 7412
social science honor society 7355
social studies social studies 7330
petit larceny petit larceny 7306
holding customs sailing letters 7194
state library state library 7176
wrote several books including 7172
first national first national 7100
court superior court superior 7092
motor vehicle motor vehicle 7059
solar dynamic power systems 7055
acres percent acres percent 7038
smoking tobacco chewing tobacco 7028
labor members filed dissent 6888
social science japan journal 6845
first federal trust company 6798
welsh national opera company 6674
social science social studies 6643
sweet potatoes irish potatoes 6560
urban persons males females 6556
growth hormone binding protein 6550
fourth quarter first quarter 6486
hired workers farms reporting 6472
nehru national urban renewal 6203
mixed integer linear program 6202
issue revenue bonds payable 6190
about sixteen miles distant 6176
super service motor freight 6128
large stained glass windows 6100
knows everything about everything 6049
total polymer units derived 6021
thirty thousand eight hundred 6004
china columbia egypt malaysia 5935
total federal funds national 5898
where reserve stock permits 5877
banks foreign banks foreign 5840
tufts college tufts college 5834
social welfare social welfare 5827
share capital share premium 5826
trust company first national 5791
bible stories bible stories 5737
flood control flood control 5736
which petition shall contain 5726
taxes imposed under sections 5665
sarah laughed within herself 5649
local service class subsidy 5595
house central files official 5581
above average writing ability 5457
winning victory after victory 5379
value percent value percent 5375
grand pacific hotel chicago 5360
santa barbara black sparrow 5343
would provide flood control 5303
after deducting fixed charges 5225
senior british naval officer 5200
total exports total imports 5082
human factors human factors 4951
dozen reputed quart bottles 4942
japan foreign trade council 4935
total freight earnings freight 4900
lower division upper division 4856
change average change average 4838
breast forward never doubted 4830
grand larceny grand larceny 4824
chief elected local official 4817
above average below average 4799
about fifteen miles northeast 4798
local exchange trading systems 4780
social science social science 4760
farms reporting farms reporting 4756
which contain large numbers 4705
human capital social capital 4691
state lottery state lottery 4687
trust officer first national 4665
board federal funds general 4647
large central power stations 4630
which contain small amounts 4626
eight northern indian pueblos 4600
which answers every purpose 4584
frail memorial still erected 4536
rates exchange rates provide 4534
social workers social workers 4529
plays together stays together 4515
group percent change percent 4501
births occurring within marriage 4441
index numbers index numbers 4420
child support child support 4420
action research action research 4396
forty thousand eight hundred 4396
chief engineer state highway 4395
shall receive fifty dollars 4369
costs student group location 4368
trade between latin america 4364
about fifteen miles southeast 4345
royal canadian naval reserve 4340
below poverty level percent 4317
black supreme court justice 4316
fourth largest trading partner 4306
space research naval research 4297
fixed capital working capital 4270
frank russell trust company 4258
first payroll period following 4244
which happily exist between 4244
indian central banking enquiry 4215
total federal funds federal 4157
first supreme court decision 4089
cases involving small amounts 4079
state supreme court library 4078
named regional sales manager 4070
action brought under federal 4040
social support social support 4033
first federal habeas petition 4033
eight degrees thirty minutes 4032
fixed exchange rates between 4022
forks chester fritz library 4005
eight hundred fifty thousand 3999
would require large amounts 3992
order assessing civil penalty 3981
burnt offerings grain offerings 3956
coast regional water quality 3952
chief justice shall appoint 3944
thirty thousand seven hundred 3926
world including latin america 3903
penal offence under national 3877
space science board national 3869
total revenue total revenue 3853
until congress shall provide 3838
spent several hours together 3829
white potatoes sweet potatoes 3826
newly elected board members 3821
erick hawkins dance company 3808
would improve water quality 3804
which attract large numbers 3782
which produce large amounts 3772
board members shall receive 3757
state supreme court decided 3740
civil society civil society 3733
would divulge trade secrets 3732
